PEAK,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
1142,-1,0,-1,0,0,0,-1,0,-1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-1,-1,0,0,-1,-1,0,0,1,0,0,-1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,-1,-1,-1,0,-1,0,0,0,0,0,1,0,0
1143,0,0,0,0,0,0,0,-1,1,0,0,0,0,-1,1,0,0,1,0,0,-1,-1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-1,0,1,0,0,0,0,0,1,-1,-1,-1,0,0,-1,-1,0,1,0,1,0,-1
1144,0,-1,0,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,1,0,0,-1,0,0,0,0,-1,0,1,0,1,0,0,0,-1,1,0,0,0,0,0,1,-1,0,0,0,-1,0,0
1145,-1,0,0,1,0,0,0,0,0,0,-1,0,1,0,0,0,1,-1,-1,-1,1,0,0,0,1,0,1,0,0,0,-1,-1,0,-1,0,1,0,0,0,1,-1,-1,0,-1,0,-1,1,0,0,-1,0,0,0,0,0,1,0,0,0,-1,1,0,-1,1
1146,1,1,-1,0,-1,-1,0,-1,0,0,1,-1,0,0,0,0,-1,0,-1,0,0,0,-1,-1,0,1,-1,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,-1,0,0,1,1,1,0,0,-1,-1,0,-1,1,-1,0,0,-1,-1,0,1,0,0,0
1147,0,0,0,0,0,-1,0,0,1,-1,0,1,0,0,-1,0,0,0,0,0,0,0,1,0,-1,0,1,0,-1,0,1,1,0,0,0,-1,-1,-1,0,1,0,0,1,1,-1,-1,0,0,0,0,0,0,-1,-1,1,0,0,-1,0,-1,0,0,0,0
1148,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,-1,-1,0,0,-1,-1,0,0,0,0,0,-1,1,0,-1,0,0,1,1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,0,1,0
1149,0,-1,0,0,1,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,1,0,1,1,-1,1,0,1,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,1,0,-1,-1,-1,-1,0,1,0,0,0,0,0,-1,-1,0,0,1,0,0,0,1,0,0
1150,0,0,0,0,1,-1,1,0,-1,-1,0,1,-1,0,0,0,0,0,0,-1,1,0,0,0,-1,0,0,-1,-1,0,0,0,1,0,-1,0,1,-1,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,1
1151,0,0,0,-1,0,1,-1,0,0,0,0,1,0,0,0,0,1,0,1,0,-1,0,0,0,0,-1,0,1,-1,-1,0,0,1,0,0,-1,1,1,0,0,1,1,0,0,1,-1,-1,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,1
1152,0,0,-1,0,0,0,1,1,1,0,-1,0,1,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,1,1,0,0,0,0,-1,0,0,0,-1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,1,0,0,0,-1
1153,0,0,0,1,-1,0,0,0,-1,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,-1,-1,0,-1,1,0,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0
1154,0,0,-1,1,0,1,0,0,-1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,0,0,-1,0,0,-1,-1,0,0,-1,0,0,0,1,0,0,-1,0,0,0,-1
1155,1,0,1,0,0,1,1,-1,0,0,0,0,0,-1,0,1,1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,1,-1,0,1,-1,0,0,0,0,0,-1,1,1,-1,0,0,0,0,1,0,0,1,1,0,-1,0,0,0,-1,0,0,0
1156,0,1,-1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,-1,0,1,0
1157,0,0,1,0,0,-1,-1,0,-1,0,1,-1,0,0,0,0,-1,0,0,-1,0,-1,0,-1,-1,-1,0,-1,0,0,0,-1,0,0,1,0,-1,1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
1158,1,1,-1,0,-1,-1,0,-1,1,0,0,0,0,1,1,1,0,-1,0,1,1,0,0,1,0,-1,0,0,0,1,-1,0,-1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,-1,0,1,-1,-1,0,1,0,1,0,1
1159,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,1,-1,-1,0,1,0,0,1,0,0,1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,1,0,-1
1160,-1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,-1,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,-1,-1,0,1,0,0,0,0,0,1,0,-1,0,1,1,1,0,1,1,-1,1,0,0,-1,-1,-1,0
1161,0,-1,-1,1,0,1,0,0,1,1,-1,0,0,-1,1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,-1,-1,0,0,1,1,-1,1,0,0,-1,1,1,1,0,1,1,0,1,0,-1,0,0,0,1,0,1,1,-1,0,0,0
1162,0,0,1,0,0,0,1,0,0,0,1,-1,1,0,1,0,0,-1,0,0,-1,1,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,-1,1,1,1,-1,0,0,1,-1,-1,0,1,1,1,-1,1
1163,0,0,0,0,0,-1,0,0,1,1,0,-1,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,1,0,1,-1,1,0,0,0,0,-1,0,-1,0,0,0,0,0
1164,1,0,-1,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,-1,0,1,-1,1,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,-1,0,0,1,0,-1,0,0
1165,0,0,0,0,0,-1,0,0,0,1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,-1,-1,0,0,0,1,-1,0,0,0,-1,1,0,0,0,-1,-1,0,1,0,1,0,1,0,0,0,-1,0
1166,0,0,0,0,-1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0
1167,0,-1,-1,1,0,0,0,0,1,-1,1,1,0,0,0,0,0,-1,1,0,0,0,0,0,1,1,0,0,0,0,0,-1,0,1,0,0,1,0,1,0,1,0,-1,0,0,-1,0,0,0,0,0,1,0,0,1,-1,-1,1,0,0,0,-1,-1,0
1168,0,0,1,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,1,-1,0,0,1,0,0,-1,1,1,0,0,0,0,1,0,0,0
1169,0,0,-1,0,1,0,-1,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,-1,1,1,0,0,0,0,0,0,-1,1,1,0,0,-1,0,-1,0,-1,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,-1
1170,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,1,0,0,0,0,0,-1,0,0,1,0,0,0,-1,0,0,0,-1,0,0,1,0,0,0,-1,0,0,0,-1,0,1,1,0,0,0,0,0,0,-1,0,-1,0
1171,0,0,-1,0,0,-1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,0,-1,1,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1
1172,-1,0,1,-1,0,1,0,-1,0,0,0,0,0,1,-1,0,1,1,0,0,1,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,1,0,0,0,-1,1,1,0,1,0,1,0,0,0,0,1,0,1,0
1173,0,0,0,0,0,1,0,-1,-1,-1,0,-1,0,0,1,1,0,-1,0,1,0,-1,-1,0,0,1,0,-1,0,1,0,1,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,-1,-1,0,0
1174,-1,0,0,0,-1,0,0,0,1,0,0,0,1,0,0,0,-1,0,0,-1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,1,0,0,-1,0,0,0,0,0,1,1,1,0
1175,-1,0,1,1,0,0,0,0,-1,0,1,0,0,-1,0,-1,-1,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,1,0,1,1,0,0,-1,-1,0,0,0,1,1,1
1176,1,1,0,0,-1,1,1,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,1,0,0,0,-1,1,0,-1,0,-1,-1,0,0,0,0,1,0,-1,1,0,1,-1,0,0,0,1,0,0,1,0,1,0
1177,0,0,0,-1,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,-1,0,0,0,-1,-1,0,0,1,1,0,-1,0,1,1,1,1,-1,0,1
1178,0,1,0,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,1,0,1,0,0,1,0,1,1,0,-1,0,0,-1,0,0,-1,0,1,1,0,0,-1,0,0
1179,0,-1,0,0,0,1,0,1,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,-1,1,0,-1,-1,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,-1,-1,0,0,1,0,-1,0,0,0,0,0
1180,0,0,0,0,1,1,-1,1,0,1,0,0,0,0,1,1,0,0,1,0,-1,1,0,1,0,0,1,0,1,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,-1,0,0,0,0,1,1,0,0,0,1
1181,0,0,-1,1,1,-1,0,0,-1,1,1,0,0,0,-1,0,0,0,-1,0,-1,0,0,-1,1,1,0,1,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0
1182,1,0,0,0,0,-1,-1,0,0,0,1,0,-1,0,1,0,-1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,-1,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,-1,-1,-1,0,0
1183,1,0,0,0,0,-1,0,0,-1,0,1,1,0,0,0,0,1,1,0,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,1,0,0,1,0,0,-1,1,0,1,0,-1,1,0,0,0,0,-1,0,1,0,-1,1,0,0,1,0
1184,0,-1,0,1,0,1,0,0,0,0,1,0,0,-1,0,1,-1,-1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,-1,-1,0,1,-1,1,0,-1,1,0,0,0,0,0,0,0,-1
1185,0,0,0,1,0,1,1,0,0,1,0,0,0,-1,0,0,-1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,-1,-1,0,0,0,1
1186,0,1,0,-1,1,0,0,1,-1,0,0,0,-1,-1,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,-1,0,0,0,1,1,-1,0,1,0,-1
1187,0,0,1,0,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,-1,1,1,1,0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0
1188,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,-1,0,0,0,-1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,-1,0,-1,0,0,-1,0,-1,0,0,0,1,0
1189,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,1,0,0,1,0,0,0,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,0,0,0,0,1,0,-1,1,1,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,-1,-1,-1
1190,0,0,0,0,0,0,1,-1,1,0,1,1,0,0,-1,0,0,0,1,0,0,-1,0,1,0,0,1,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,1,1,0,-1,0,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,1,-1,-1
1191,0,1,1,1,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,1,1,-1,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,1,0,0,0,0,0,1,-1,-1,-1,0,-1,-1,0,0,0,1,-1,0,-1
1192,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,-1,1,0,0,1,-1,0,0,0
1193,0,-1,0,0,0,0,1,0,0,0,0,1,0,-1,0,0,1,0,0,-1,0,0,0,1,1,0,0,1,0,0,0,0,-1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0
1194,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1195,0,0,1,0,-1,0,0,-1,0,0,0,-1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,1,-1,0,1,0,-1,-1,-1,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,1,0
1196,0,0,-1,1,-1,0,0,-1,-1,-1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,-1,0,1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,1,1,0,-1,1,1,0,1,0,1,-1,0,0,0,0,0,1,-1,0,0,0,0,0,-1
1197,-1,0,0,0,0,0,-1,0,0,0,-1,0,-1,-1,0,1,0,1,0,-1,0,0,0,0,0,1,0,-1,-1,0,0,0,-1,0,-1,-1,0,0,0,-1,1,-1,0,0,0,0,0,0,1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,1,0
1198,0,0,0,0,0,0,0,0,1,-1,1,0,-1,0,0,-1,0,0,1,-1,-1,0,0,-1,-1,0,0,-1,1,0,1,0,-1,0,0,0,-1,0,-1,1,0,0,0,1,0,0,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0
1199,0,0,0,1,0,0,0,0,0,-1,-1,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,1
1200,0,0,0,0,1,-1,-1,0,-1,0,0,0,0,0,1,0,0,1,0,-1,0,1,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,1,0,-1,-1,0,0,-1,0,0,0,-1,0,0,0,-1,-1,0,0,-1,0,0,1,1,0,1,-1,0
1201,1,0,0,0,0,-1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,1,1,0,1,0,0,1,-1,0,-1,0,1,1,1,0,-1,0,0,0,0,1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,1,-1,-1
1202,1,0,1,0,0,0,0,0,0,0,-1,-1,0,1,0,0,0,0,0,-1,0,-1,-1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,-1,0,-1,-1,1,0,0,0,1,-1,0,1,-1,-1,0,0,0,0,0,0
1203,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,1,0,0,-1,0,0,0,0,1,1,0,-1,0,0,1,1,-1,0,0,0,0,0,-1,0,0,-1,1,1,1,0,0,-1,1,0,0,0,1,0,0,0,0
1204,0,1,-1,0,0,0,-1,0,0,1,0,0,0,1,0,-1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-1,-1,-1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0
1205,0,1,1,-1,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,1,-1,0,0,1,0,0,-1,0,1,1,0,0,0,0,-1,0
1206,0,0,-1,0,0,1,0,0,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0
1207,1,0,0,-1,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,0,0,-1,-1,0,0,0,1,-1,0,1,1,0,-1,0,0,1,0,0,0,0,-1,1,0,0,0
1208,0,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,1,1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,0,0,1,0,-1,0,-1,0,0,-1,0,-1,-1,0,-1,0,0
1209,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,-1,0,0,0,0,-1,1,0,0,0,-1,0,1,-1,-1,0,-1,0,0,1,1,-1,0,0,1,1,0,0,0,1,0,0,0,-1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0
1210,0,-1,0,0,0,0,1,0,0,0,-1,-1,-1,-1,0,0,0,0,1,0,0,0,-1,-1,0,1,0,0,0,-1,0,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-1,1,1,1,0,1,0,0,0,0,-1,0,1,0,0
1211,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,-1,0,1,0,0,0,0,0
1212,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,1,0,1,0,-1,0,0,0,0,0,1,1,1,0,0,0,0,-1,0,0,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,-1,0,-1,0,0,0,0,0,0,-1,0,0
1213,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,-1,0,0,-1,0,1,0,0,1,0,0,0,0,0,0,1,0,-1,0,0
1214,0,0,0,0,1,1,0,0,0,0,-1,0,1,1,0,1,0,1,0,-1,0,-1,0,0,1,1,0,0,-1,0,1,0,1,0,-1,1,-1,0,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1
1215,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,-1,0,-1,0,1,0,0,1,-1,-1,0,0,-1,-1,0,0,0,1
1216,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0,1,0,0,0,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1217,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,-1,-1,-1,1,-1,0,0
1218,0,0,1,0,0,0,0,0,0,0,1,-1,-1,0,0,0,-1,0,1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,0,0,-1,1,0,1
1219,0,0,1,1,1,0,1,0,-1,1,-1,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
1220,0,1,0,-1,-1,1,-1,0,0,-1,0,0,0,1,-1,-1,0,-1,-1,1,1,-1,-1,0,0,0,0,-1,-1,0,1,0,0,-1,-1,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,-1,1,0,1,0,-1,0,1,0,1,0,0,-1,0,-1
1221,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,-1,-1,0,0,0,1,1,0,0,1,-1,0,-1,0,1,-1,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,-1,1,-1,0,0,-1,0,0,0,0,0,0,0,1,0
1222,0,0,0,0,0,-1,0,0,1,-1,-1,0,0,0,-1,-1,1,-1,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,1,1,0,-1,0,0,-1,0,0,1,0,0,0,0,0,1,-1,0,1,0,0,0,-1,0,0,1,0,0,1,0,0,1
1223,-1,1,1,-1,0,0,0,0,0,-1,0,0,1,0,0,-1,1,0,1,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,0,-1,1,-1,1,1,0,0,1,1,0,0,-1,-1,-1,0,0
1224,-1,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,1,-1,0,-1,0,1,1,0,-1,0,0,0,0,0,0,-1,0
1225,0,0,0,-1,0,0,1,1,0,0,-1,1,0,0,1,0,1,-1,0,0,0,0,0,1,1,0,1,0,-1,0,1,0,0,0,0,-1,0,-1,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,1,0,1,1,0,0,0,-1,0,-1
1226,0,1,0,-1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,-1,0,0,1,0,-1,0,0,0,0,1,0,1,0,0,0,-1,0,-1,-1,1,0,0,-1,0,0,0,0,0,0,0,-1,1,0,0,1,0,-1,-1,1,-1,0,-1,0,0,1
1227,0,0,0,1,-1,-1,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,-1,1,1,-1,0,0,0,1,1,1,0,0,0,0,0,-1,1,0,0,0,0,1,0,1,0,-1,0,-1,-1,0,-1,1,0,0,0,-1,1,0,0
1228,-1,0,0,0,0,-1,0,-1,1,1,-1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1
1229,1,1,0,0,1,0,-1,1,1,0,1,0,0,-1,0,-1,0,1,0,0,0,-1,-1,1,0,1,0,-1,0,0,0,-1,0,1,0,0,0,1,-1,0,1,-1,-1,0,-1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,-1,0
1230,0,0,0,0,0,0,-1,1,-1,0,1,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,1,0,0,-1,0,1,1,-1,0,0,0,1,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1
1231,0,0,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,1,1,1,0,0,-1,-1,0,1,0,-1,0,0,-1,1,-1,0,0,1,0,0,1,1,-1,0,0,1,1,0,-1
1232,0,0,1,-1,0,-1,-1,0,0,0,0,1,-1,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,1,0,1,1,0,1,1,0,0,-1,0,-1,1,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,1,0,0,0,0,0,0,-1,1,-1,0
1233,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,1,0,-1,-1,-1,0,1,0,0,-1,1,-1,0,0,1,1,0,0,0,0,0,0,1,-1,-1,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,-1
1234,1,0,1,0,0,-1,0,0,0,0,0,0,-1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,-1,0,0,0,1,0,0,0,0,0,0,-1,0,0,1,1,0,1,0,0,0,-1,1,0,-1,-1,0,1,0,-1,0,-1,0,-1,0,-1
1235,1,0,-1,0,0,1,0,-1,0,0,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0
1236,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,-1,0,0,1,0
1237,-1,0,-1,0,0,0,1,0,1,1,0,-1,1,0,-1,0,0,0,1,0,0,1,1,1,0,1,-1,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,1,-1,-1,1,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0
1238,1,0,0,-1,-1,-1,1,0,0,1,0,0,0,1,0,-1,0,1,0,0,0,-1,-1,0,0,0,0,1,-1,1,-1,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,0,0,-1,1,0,-1,0,0,0,-1,0,0,0,0
