PEAK,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
843,0,0,0,0,0,1,0,0,0,0,1,0,-1,0,0,-1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,1,-1,1
844,0,-1,0,0,-1,1,-1,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,-1,0,0,0,0,0,0,1,0,-1,0,0,0
845,-1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,-1,-1,0,-1,0,-1,-1,0,0,0,0,0,0,0,1,0,0,1,-1,0,-1,0,0,0,0,0,0,0,1,0
846,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,1,1,0,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1,0,-1,-1,0,0,1,-1
847,0,-1,0,0,1,0,0,-1,0,-1,0,-1,0,1,0,0,-1,-1,0,0,0,0,1,-1,0,1,0,0,0,0,0,-1,0,0,-1,0,0,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1
848,1,0,0,-1,0,0,-1,0,1,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,-1,0,0,0,0,-1,0,1,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,-1
849,0,1,0,0,-1,0,-1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,-1
850,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,-1,1,-1,0,0,0,0,-1,-1,0,1,0,0,0,0,0,-1,1,0,0,0,-1,1,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,0
851,0,-1,0,-1,-1,0,0,0,1,0,1,0,0,-1,0,0,0,1,-1,0,0,-1,0,1,-1,0,0,0,0,-1,0,0,0,0,-1,1,-1,0,-1,0,0,1,1,-1,0,-1,1,0,-1,1,0,1,0,-1,0,0,0,0,0,0,1,-1,1,1
852,0,1,0,-1,0,0,-1,1,1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,1,0,1,-1,0,1,0,0,0,1,-1,-1,0,0,0,-1,0,0,1,0,-1,0,0,0,1,0,1,0,-1,0,-1,0
853,1,0,-1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,-1,0,1,1,0,-1,-1,0,0,0,1,0,0,1,-1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,-1,1,0,0,0,1,-1,0,0
854,0,0,-1,0,0,0,0,0,0,-1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,-1,0,0,1,0,0,-1,1,0,0,0,0,0,1,1,0,-1,0,1,0,0,0,0,0,0,0,0,-1,1,0,0
855,0,0,1,-1,0,-1,0,0,0,0,0,1,0,0,-1,1,0,-1,1,-1,0,0,0,0,0,-1,0,-1,-1,1,0,-1,0,0,0,1,-1,0,0,-1,-1,0,1,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0
856,0,0,0,0,0,1,0,0,0,0,-1,1,0,0,0,-1,1,-1,0,-1,1,0,0,0,0,0,1,-1,-1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-1,0,1,0,0
857,0,1,0,0,0,0,0,1,-1,0,1,0,-1,-1,1,0,0,0,0,0,1,0,0,1,-1,-1,1,0,0,0,0,-1,1,-1,0,1,1,0,1,0,-1,0,0,0,-1,1,-1,0,0,0,0,1,0,0,1,1,0,0,0,-1,0,-1,1,0
858,0,0,1,-1,-1,0,-1,-1,0,-1,0,0,-1,-1,1,0,1,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,1
859,0,1,1,0,-1,1,1,0,0,-1,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,-1,0,-1,0,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,1,0
860,-1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,1,0,0,-1,0,0,1,1,0,0,1,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,-1
861,0,0,0,-1,0,0,-1,0,1,0,0,1,0,0,0,0,-1,0,0,-1,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,1,0,0,-1,-1,0,0,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,-1,0,0,1
862,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,0,-1,0,0,0,0,1,0,0
863,0,0,-1,0,0,1,-1,0,1,-1,0,0,0,1,0,1,0,1,-1,0,-1,0,0,0,-1,1,0,1,0,0,-1,0,0,0,1,-1,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,1,0
864,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,-1,1,1,1,0,-1,0,1,0,0,0,1,0,0,0,0,-1,0,1,0,-1,0,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,0,0,0,-1,0,-1,0,0,1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,-1,-1,0,1,1
866,0,0,0,0,0,0,0,0,-1,-1,0,1,-1,0,0,0,0,0,1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,1,0,0,0
867,0,-1,0,0,0,1,0,0,1,0,0,1,1,-1,0,0,0,0,0,0,0,1,-1,0,0,-1,1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,1,0,-1,0,-1,0,-1,0,0,0,0,1,1,0,1,0,1,-1,0,-1,1,-1,0
868,0,-1,0,0,0,1,-1,-1,0,1,0,0,0,1,0,1,-1,1,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,-1,0,1,0,0,0,0,-1,1,-1,0,-1,1,0,-1,0,1,0,1,0,0,0,0,0,1,1,0,-1,0,0,0,0
869,0,-1,0,1,0,1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,1,-1,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,-1,0
870,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,-1,-1,1,-1,0,0,1,0,-1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,1,1,1,1,1,0,0,-1,0,0,-1,1,-1,0,0,0,1
871,0,0,-1,0,-1,0,0,-1,0,0,1,0,0,-1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,1,1,0,1,-1,0,0,0,0,0,1,0,0,0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,1,0
872,-1,-1,0,0,0,0,-1,0,-1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,1,0,0,-1,0,0,0,1,0,0,1,0,0,0,0
873,0,0,0,-1,0,0,0,1,0,-1,-1,0,1,0,0,-1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,-1,-1,0,1,0
874,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-1,1,-1,0,0,1,1,0,0,0,0,-1,-1,0,0,1,-1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,1
875,-1,0,-1,0,0,1,-1,0,0,1,0,0,-1,-1,-1,0,-1,0,-1,-1,0,0,0,1,0,0,-1,0,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1,-1,0,0,1,0,0,0
876,0,0,0,1,0,-1,0,0,0,0,-1,0,0,0,0,1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-1,1,0,0,0,0,0,1,0,1,1,0,0
877,-1,0,0,0,0,0,0,-1,-1,1,0,1,-1,0,0,0,-1,0,-1,-1,0,1,0,1,0,0,0,1,-1,0,0,-1,1,-1,0,-1,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,1,-1,0,-1,1,0,-1,0,0,0,1,0,0,0
878,1,0,1,-1,0,0,0,-1,1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1,-1,0,0,1,0,-1,0
879,1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,1,0,-1,-1,0,-1,0,0,1,0,0,1,1,0,1,-1,0,0,0,0,1,0,-1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,1,0,0,0,-1,0
880,-1,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,-1,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,1,0,0,-1,0,0,1,-1,1,0,-1,0,-1,1,-1,0,-1,0,0,0,0,0,0,0,0
881,0,0,0,1,0,0,0,0,0,1,1,-1,0,1,-1,0,0,-1,0,1,1,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,1,-1,0,0,0,1,0,0,1,1,-1
882,0,0,0,1,-1,0,0,0,-1,-1,-1,1,-1,1,0,0,0,0,0,-1,1,-1,0,-1,0,0,0,0,-1,-1,0,-1,1,-1,0,0,1,0,-1,0,0,-1,0,0,0,-1,0,-1,1,0,0,0,0,0,0,1,0,1,-1,0,-1,0,-1,0
883,-1,1,0,0,0,0,1,0,0,0,0,-1,0,-1,0,-1,0,0,-1,0,0,0,0,-1,0,-1,-1,0,1,0,-1,0,0,0,-1,0,0,1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
884,0,0,1,0,-1,0,0,0,0,1,0,-1,0,1,1,0,0,0,0,0,0,-1,0,1,0,-1,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,1,-1,0,0,-1,1,1,0,0,-1,0,-1,0,0,-1,0,0,-1,0
885,0,1,0,1,0,0,0,0,-1,1,0,-1,1,-1,0,1,0,0,-1,0,0,-1,-1,0,0,-1,0,0,0,0,0,-1,0,0,1,0,-1,0,1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,-1,0,0,0,1,0,0,0
886,-1,0,0,-1,0,0,-1,1,0,-1,1,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,0,0,0,0,-1,-1,1,0,-1,0,-1,-1,0,-1,-1,0,0,0,1,0,0,1,0,0,0,0,0,0
887,1,0,0,0,0,0,0,0,0,-1,1,0,-1,0,0,1,0,-1,0,0,0,-1,0,-1,0,0,-1,0,0,0,1,0,0,1,0,0,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0
888,0,0,-1,1,0,0,0,1,0,1,0,1,0,-1,-1,1,0,0,1,0,1,0,0,0,0,0,-1,0,0,0,1,0,0,0,1,1,-1,0,1,0,1,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0
889,0,0,0,1,1,0,0,1,0,-1,1,0,0,0,0,-1,-1,-1,0,0,0,-1,0,0,0,0,1,0,0,1,0,0,-1,0,0,0,-1,-1,1,0,1,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,1,-1,-1,0,0,-1,1,-1,0
890,0,0,0,0,0,-1,0,1,0,0,1,-1,0,1,0,0,1,0,0,-1,0,0,-1,1,1,-1,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,-1,1,-1,0,0,0,0
891,0,0,1,-1,0,0,-1,1,0,0,0,0,1,0,0,0,0,-1,0,-1,0,-1,0,-1,-1,1,-1,0,-1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,1,0,1,0,1,0,1,-1,0,0,0,0
892,1,0,0,0,0,1,1,-1,0,-1,0,0,-1,0,0,0,1,0,1,1,1,-1,1,0,0,-1,1,0,0,0,-1,-1,0,-1,0,0,-1,0,0,0,0,0,1,0,0,0,1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,-1,0,1,0,0
893,1,0,0,0,0,-1,0,1,0,0,-1,-1,0,1,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,1,0,-1,1,0,1,-1,0,0,-1,0,0,1,-1,0,0,0,0,0,1,1,0,0,-1,0,0
894,0,0,0,-1,0,1,0,0,-1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,-1,1,0,-1,0,-1,0,0,0,0,0,0,1,0,0,1,1
895,0,0,0,-1,1,0,0,0,0,1,1,0,-1,1,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,-1,1,1,0,-1,1,-1,0,-1,0,0,0,0,0
896,-1,0,1,0,0,-1,0,0,-1,-1,0,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,1,0,0,0,-1,0,-1,1,-1
897,0,-1,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,1,0,1,1,0,1,0,0,0,-1,1,0,1,-1,0,0,0,0,-1
898,0,-1,-1,-1,1,0,-1,-1,0,0,0,-1,0,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,1,-1,0,0,1,0,0,0,0,0,1,0,1,-1,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
899,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,1,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,-1,0
900,0,0,0,0,0,0,-1,0,1,0,0,0,1,0,-1,1,-1,1,0,-1,0,0,0,0,0,1,1,0,-1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,-1,1,1,0,1,1,0,0,0
901,-1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,-1,0,0,1,-1,0,0,0,0,0,0,1,0,-1,0,0,0,0,-1,1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,1,0
902,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,-1,1,0,-1,0,0,-1,0,0,0,1,0,1,1
903,-1,-1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,1,0,0,0,-1,0,1,-1,0,0,1,1,0,0,0,0,0,0,0,1
904,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,1,1,-1,0,-1,0,0,1,1,-1,0,0,1,1,0,0,-1,-1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-1
905,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,-1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,0
906,1,0,0,0,1,-1,1,0,-1,1,1,0,-1,0,0,1,1,0,0,1,0,0,-1,0,-1,1,0,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,-1,0,0,0,1,1,1,1,-1,1,0,0,0,-1,0
907,0,1,1,0,1,0,0,0,0,0,-1,-1,0,1,0,0,-1,0,1,0,-1,0,-1,0,1,0,-1,1,0,0,1,0,0,0,1,-1,0,-1,0,-1,1,-1,-1,-1,0,-1,-1,0,1,-1,0,0,0,1,1,0,0,1,-1,1,0,0,0,0
908,1,0,0,0,0,1,-1,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,1,1,0,0,1,0,0,0,0,0
909,-1,0,0,0,-1,0,0,1,-1,-1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,1,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
910,0,0,0,-1,-1,0,0,-1,1,-1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,-1,0,0,0,0,0,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,1,0,0
911,0,-1,0,0,0,0,0,1,0,0,-1,0,1,-1,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,-1,1,0,-1,-1,-1,0,-1,0,-1,0,0,-1,-1,1,-1,0,-1,-1,0,0,0,0,0,0,-1,0
912,0,0,-1,-1,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,0,0,0,-1,1,0,1,-1,1,0,1,0,0,-1,-1,0,0,-1,1,0,0,0,1,0,0,0,-1,0,0,-1,0,-1,-1,0,0,0,0,0,0,1,0,0,-1,1,0,1,0
913,1,-1,0,0,-1,-1,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-1,0,1,-1,0,0,0,0,0,-1,1,-1,-1,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
914,0,0,-1,0,-1,0,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,1,-1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,-1,1
915,0,0,-1,1,-1,1,0,0,-1,-1,0,-1,0,1,0,0,1,-1,0,0,0,0,1,1,-1,0,-1,0,0,0,-1,0,0,1,1,-1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,-1,0,-1,1,1,0,0,0,-1,0,0
916,0,0,-1,0,0,1,1,0,1,0,0,-1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,-1,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,1,1,0,0
917,0,0,-1,1,-1,-1,0,0,-1,0,0,0,1,1,0,0,1,0,0,1,0,-1,0,0,0,0,1,1,1,0,0,-1,0,1,0,0,-1,0,-1,0,0,-1,-1,0,1,1,1,0,-1,0,0,1,0,0,0,-1,-1,0,0,1,0,-1,0,0
918,0,1,0,0,1,-1,0,0,0,1,-1,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,0,1,1,0,1,-1,0,0,0,0,-1,1,0,1,1,0,0,0,0,0,0,0,0,-1
919,-1,0,0,0,1,0,0,0,0,-1,0,1,-1,0,0,0,-1,0,1,0,0,0,-1,-1,-1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
920,0,1,0,0,0,-1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,-1,0,0,0,0,0,-1,-1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,-1,-1
921,0,1,0,0,-1,0,0,0,1,0,0,1,-1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,-1,1,0,-1,0,0,1,1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,1
922,1,-1,1,0,1,-1,0,-1,-1,0,1,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,1,-1,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
923,1,0,0,1,-1,0,0,0,0,1,1,-1,0,0,0,0,1,0,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,-1,0,-1,0,1,1,0,0,0,-1,-1,-1,0,0,-1
924,0,-1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,1,0,-1,1,0,0,1,1,0,-1,1,1,0,0,1,0,-1,-1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0
925,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,-1,0,1,-1,-1,-1,0,0,0,-1,0,1,0,-1,-1,0,1,0,-1,-1,0,0,-1,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0
926,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,-1,0,0,-1,1,-1,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0
927,-1,-1,-1,0,0,-1,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,1,0,-1,0,-1,0,0,-1,0,1,0,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,0,0,1,1,-1,-1,0,0,0
928,1,1,0,0,0,0,0,-1,0,0,0,0,1,-1,-1,0,0,0,1,-1,0,-1,0,0,0,0,0,0,-1,0,0,1,0,0,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,-1,0,0,0,0,0,0
929,0,0,0,-1,-1,0,0,1,-1,0,0,0,0,1,0,0,0,0,-1,-1,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,1,1,-1,0,0,0,0,0,0,1,-1,0,1,0,1,0,-1,0,0
930,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,-1,0,0,0,-1,1,0,0,-1,-1,0,0,0,0
931,0,1,1,0,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,-1,1,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,1,-1,-1,0,-1,1,-1,0,0,0,1,0,0,0,0,0,0
932,0,0,-1,1,0,0,-1,-1,-1,0,0,1,1,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,-1,0,0,0,0,1,1,-1,0,-1,0,0,0,0,-1,0,-1,1,0,0,-1,0,0,1
933,0,0,0,1,-1,-1,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,1,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,1,-1,0,0,-1,1,1,-1,0,0,1,0,1,-1,-1,0
934,0,1,0,0,-1,0,0,1,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,1,-1,0,0,0,0,0,0,0,1,-1,1,-1,-1,1,-1,0,1,1,0,1,0,0,0
935,1,-1,-1,0,0,1,0,0,0,0,0,1,0,1,0,0,-1,1,-1,1,0,0,1,0,1,0,-1,0,1,0,0,0,0,0,0,0,1,-1,0,-1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,-1,1
936,1,0,0,0,0,0,1,0,-1,1,0,0,0,0,1,0,0,0,-1,0,0,1,1,-1,0,0,0,1,0,-1,-1,0,0,-1,1,0,0,0,0,0,0,0,1,-1,0,1,1,0,0,0,-1,0,-1,1,0,0,1,0,1,1,0,0,0,1
937,0,0,1,0,0,0,-1,0,0,-1,0,0,0,-1,0,1,0,0,1,-1,-1,1,1,0,0,0,1,0,-1,0,-1,0,1,-1,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,-1,1,0,0
938,0,-1,1,0,-1,0,0,0,0,0,0,1,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,-1,-1
939,1,0,0,-1,0,0,0,1,0,0,0,0,-1,1,0,1,0,1,0,1,1,1,0,1,0,-1,0,-1,-1,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-1,0,1,0,-1,-1,-1,-1,1,0,0,-1,1,-1,0,0,-1,0,0,0
940,0,0,1,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,-1,0,0,-1,0,-1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,-1,0,0,-1,0,-1,-1,-1,-1
