PEAK,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,-1,0,1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1,1,-1,-1,0,0,1,0,0,1,0,1
473,0,-1,-1,0,0,-1,0,0,0,1,0,-1,0,0,-1,1,0,0,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,0,-1,0,1,0,0,1,0,-1,0,0,0,-1,0,0,0,0,1,0,0,-1,0,1,1,0,0,1
474,-1,-1,0,0,0,-1,0,-1,1,0,0,0,1,0,1,1,0,0,0,0,-1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,-1,1,0
475,0,0,-1,1,0,0,1,0,-1,0,0,0,-1,0,1,-1,0,-1,0,1,0,0,-1,0,0,-1,0,-1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
476,0,0,0,0,0,1,0,-1,0,0,1,0,0,-1,0,0,-1,0,0,-1,1,0,0,0,0,1,1,-1,-1,0,0,1,0,0,0,0,-1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,-1,1,0,1,0,0,1,0,0,1,1,-1,0
477,0,0,-1,0,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,-1,-1,1,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,-1,1,1,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,1,0,0
478,1,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,1,0,1,0,0,1,0,-1,0,0,-1,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,1,0,0,1
479,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,0,-1,1,0,-1,0,1,0,-1,-1,0,0,0,1,0,0,1,0,0,0,1,0,1,-1,0,-1,1,0,0,0,-1,0,0
480,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,-1,1,-1,1,0,-1,1,0,1,0,0,0,0,1,0,-1,1,0,0,0,-1,0,0
481,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-1,0,0,0,1,0
482,0,0,0,-1,0,-1,0,1,1,0,0,0,1,1,-1,-1,0,0,0,0,1,0,-1,0,-1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,0
483,0,0,0,0,1,-1,0,0,0,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1,0,1,0,0,-1,0,0,0,0,-1,0,1,1,0,0,0,-1,-1,0,0,0,0,-1,1,0,0,1,0,0,0,1,1,1,0,-1,-1,-1,0,-1,0
484,0,0,0,1,-1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,1,0,-1,0,0,0,0,0,0,0,1,0,-1,0,-1,1,0,1,0,1,1,0,0,0
485,0,0,0,-1,-1,0,0,1,0,-1,0,1,-1,1,1,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-1,-1,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
486,0,-1,-1,0,0,-1,-1,0,1,0,0,1,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-1
487,1,-1,-1,0,0,-1,0,1,1,0,1,0,1,0,-1,0,0,0,-1,0,-1,0,-1,0,0,1,-1,0,-1,0,1,-1,0,0,1,0,-1,0,-1,0,0,0,0,-1,0,-1,-1,1,0,0,-1,1,0,0,0,0,0,0,0,-1,1,1,-1,1
488,0,0,0,1,-1,0,0,-1,0,-1,0,0,1,-1,0,1,0,0,1,-1,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,-1,1,1,-1,1,0,0
489,1,1,-1,-1,0,0,0,0,-1,0,0,-1,0,1,0,0,1,1,0,-1,0,0,0,0,0,-1,0,0,1,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,-1,0,1,1,0,0,-1,0,-1,0,0,0,0,0,0
490,1,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,1,0,1,0,0,0,0,-1,0,0,0,1,0,-1,-1,0,0,0,0,1,0,0,1,0,1,1,0,0,-1,0,0,-1,0,0,1,0,0,-1,0,-1,0
491,-1,-1,0,0,0,0,-1,0,0,1,1,0,0,0,0,1,0,0,0,0,-1,-1,0,0,-1,0,0,0,-1,0,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0
492,0,-1,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,0,1,0,-1,0,-1,0,0,0,0,0,1,-1,0,1,0,1,1,0,0,-1,0,0,0,0,1,1,1,0,0,0,1,0,0
493,0,0,1,0,0,0,-1,0,0,0,1,0,-1,1,-1,0,0,-1,1,0,0,0,0,0,0,1,0,-1,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,1,0,0,0,1
494,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,-1,0,-1,0,0,-1,0,-1,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,-1,1,0,0,0,1,1,1,0,0,0,0,0
495,0,0,0,0,-1,0,1,-1,0,0,0,1,0,0,0,0,1,-1,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,-1
496,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,-1,-1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,1,1,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,-1
497,1,1,0,0,-1,0,0,0,1,1,-1,-1,0,0,0,1,0,0,0,1,0,1,0,0,1,-1,0,1,0,-1,0,1,0,1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,1,0,1,1,0,0,0,-1,-1,0,0,1,1,-1
498,0,0,0,0,0,1,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,-1,1,1,-1,0,0,0,-1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,-1,0,-1,-1,0,0,0,0,0,0,-1,1,-1,0,-1,0,0
499,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,-1,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,1,-1,0,0,0,0,-1,-1,0,1,1,1,-1,0,0,1,0,0,-1,0,-1,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0
500,0,0,-1,0,0,1,0,1,1,0,1,-1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,-1,0,0,-1,1,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,1,-1,-1,-1,0,0
501,-1,0,0,0,-1,1,0,0,1,0,0,1,1,1,0,0,-1,0,1,0,1,0,1,-1,1,0,0,0,0,1,-1,0,0,0,0,1,-1,0,-1,-1,1,1,0,1,0,1,0,0,-1,-1,0,0,0,0,0,0,-1,-1,0,1,0,0,0,0
502,1,-1,0,0,-1,0,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,-1,0,-1,0,1,1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,1,0,0,1,-1,-1,1,0,0,0,0,-1,0,1,-1
503,-1,-1,-1,1,0,0,0,-1,0,1,0,-1,-1,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,1,-1,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,1,1,1,-1,0,1,0,0,0,-1,0
504,0,1,1,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,-1,-1,1,0,0,0,-1,0,0,1,0,-1,-1,0,-1,1,0,-1,1,-1,0,-1,-1,-1,0,0,0,1,0,0,0,1,0,-1,0,1,0,0,1,0,0,0,0,1,1
505,-1,0,0,-1,0,0,0,0,0,1,-1,-1,0,-1,0,0,0,1,0,0,0,-1,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,-1,1,0,0,0,1,-1,0,1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,0,-1,-1,-1,0
506,0,-1,0,-1,0,0,0,0,1,0,0,-1,-1,1,-1,-1,0,0,1,0,0,0,1,-1,-1,0,-1,0,0,0,-1,-1,0,0,1,-1,1,0,1,-1,-1,0,1,0,-1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,0,0,-1,0
507,1,0,1,0,0,1,0,0,0,0,1,-1,-1,0,0,1,0,1,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,1,0,-1,-1,0,0,0,0,1,-1,0,0
508,-1,-1,-1,1,1,-1,0,0,-1,0,1,0,0,1,0,0,0,0,1,0,1,1,-1,0,0,0,1,0,-1,0,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,1,0,-1,-1,0,-1,-1,0,0,-1,0,0,0,0,0
509,-1,-1,0,0,-1,0,0,1,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,1,1,-1,0,0,-1,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,-1,-1
510,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,-1,0,0,1,-1,0,-1,1,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,1,1,1
511,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,-1,1,0,0,0,1,0,0,0,1,-1,0,-1,-1,-1,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,0
512,1,0,0,0,1,0,0,-1,0,0,0,0,1,1,0,-1,0,-1,0,1,0,0,-1,1,0,0,0,0,1,-1,0,0,1,-1,-1,0,1,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,-1,0,0
513,0,1,0,0,0,1,0,0,-1,0,0,1,-1,0,-1,0,0,0,1,1,0,0,0,1,1,0,1,-1,0,0,1,0,0,0,1,1,0,-1,-1,0,0,-1,0,0,0,-1,0,0,1,0,0,0,-1,1,0,1,0,-1,1,0,0,0,0,0
514,0,0,1,0,0,0,0,0,0,0,-1,1,0,-1,0,-1,0,1,-1,0,-1,1,0,0,0,-1,-1,0,-1,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,1,0,1,0,-1,0,0,0,0,1,0,1,0,1,1,0,-1,0,0,0,0
515,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,-1,-1,1,0,0,0,0,1,0,0,0,1,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,1,0,0,1
516,1,0,0,1,0,0,0,0,0,-1,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,1,-1,0,0,-1,-1,0,-1,1,0,0,0,0,0,1,1,0,0,0
517,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,-1,0,0,-1,0,0,0,-1,0,0,-1,0,1,1,0,0,0,-1,0,0,0,-1,0,1,0,-1,1,0,-1,0,1
518,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,1,0,0,-1,0,-1,0,0,0,0,1,0,0,0,-1,-1,-1,1,0,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,1,-1,0
519,-1,0,-1,0,1,0,0,0,0,0,1,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,-1,0,-1,0,-1,0,1,0,0,0,0,-1,0,0,1,1,0,1,0,-1,-1,-1,0,1,-1,0,0,1,1,0,0,1,-1,-1
520,0,1,0,0,-1,1,0,0,1,0,0,-1,0,0,0,0,0,0,1,-1,0,0,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,1,0,0,1,0,0,0,-1,0,1,0,1,-1,0
521,0,0,0,0,0,0,0,0,1,0,0,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-1,0,0,0,1,0,-1,0,-1,0,0,0,1,-1,-1,0,1,-1,0,1,-1,-1,-1,-1,0,1,0,0,1,0,0,0,0,0,0
522,0,0,0,0,1,0,0,0,0,-1,0,0,0,-1,0,1,-1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,0,1,-1,0
523,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1,1,0,-1,0,0,0,0,-1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,-1,1,1,-1,0,-1,0,1,0,0,0,-1,0,1,-1,-1,0,0,0,1,0,0,1,1,0
524,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,1,0,-1,1,0
525,-1,0,1,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,0,1,1,0,0,-1,0,1,0,1
526,0,0,0,0,0,-1,0,0,1,-1,-1,0,0,0,1,0,-1,0,0,1,0,0,-1,-1,1,0,0,0,-1,0,1,-1,0,0,1,0,1,1,0,1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
527,-1,0,-1,-1,-1,0,-1,0,1,1,1,0,-1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,-1,0,-1,0,0,0,-1,-1,1,0,-1,0,-1,0,0,0,-1,0,0,0,0,1,0,0,-1,0,0,-1,-1,1,0,-1,0,0,0
528,0,1,0,-1,0,-1,0,1,0,0,0,0,0,1,-1,0,0,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,1,0,0,1,1,-1,0,0,1,1,0,0,0,-1,0,1,0,0,0,0,1,0,0,-1,0,0,0,0,1,-1,0
529,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,-1,1,0,0,0,0,1,-1,1,0,0,0,-1,0,0,-1,0,1,0,0,0,-1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,0,-1
530,1,0,0,-1,0,-1,0,0,0,0,1,0,1,0,1,0,0,-1,0,0,0,1,0,0,0,1,0,0,-1,0,0,-1,0,0,-1,-1,0,1,0,0,1,0,1,1,0,0,0,1,0,-1,-1,0,0,0,0,0,1,0,0,1,0,0,0,0
531,0,0,1,0,0,0,0,1,1,0,0,-1,0,0,0,-1,0,1,0,0,0,0,0,0,-1,0,0,1,-1,0,-1,0,0,0,0,1,0,0,0,-1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-1
532,0,-1,0,0,0,-1,0,0,1,0,0,0,0,0,-1,0,1,0,1,0,0,0,-1,-1,0,0,0,0,0,0,1,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,1,1,-1,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0
533,-1,0,-1,0,-1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,-1,1,0,1,-1,0,0,0,0,-1,1,0,-1,1,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,0
534,0,0,-1,0,0,0,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,-1,-1,-1,1,-1,1,0,0,1,0,-1,0,1,0,-1,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
535,0,0,0,0,-1,-1,0,0,0,0,1,0,0,-1,0,0,0,0,1,0,1,-1,0,-1,0,0,-1,-1,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,0,0,0,0,-1,1,0,0
536,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,1,0,0,1,0,0,-1,0,0,1,0,0,0,0,0,-1,-1,-1,0,1,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,1,1,0,0,1,0,1,-1,0,0,0,0
537,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,-1,0,1,1,0,0,0,1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-1,0,1,-1,-1,0,0,0,0,0,0,-1,0,1,0,0,1,0,0,0
538,-1,0,0,0,-1,1,-1,0,-1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
539,-1,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,1,1,0,1,0,0,0,1,-1,0,-1,0,-1,1,1,1,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,-1,0
540,1,-1,0,0,0,0,-1,0,1,0,-1,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,-1,-1,0,1,0,0,0,-1,1,0,1,1,1,-1,1,0,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,1
541,1,0,-1,-1,0,0,-1,1,0,-1,1,-1,0,1,-1,0,-1,1,-1,0,1,0,0,0,0,1,-1,-1,0,0,1,-1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,-1,0,-1,0,-1,0,1,0
542,0,0,-1,0,0,0,0,0,1,-1,0,0,0,0,-1,1,1,0,0,1,0,0,1,-1,0,0,0,0,-1,0,1,-1,0,-1,1,0,0,-1,-1,0,0,-1,0,-1,0,-1,0,-1,0,1,0,1,0,1,0,0,0,0,-1,0,0,-1,0,0
543,-1,1,0,-1,0,1,0,-1,0,0,0,0,0,1,0,0,0,1,0,0,1,-1,1,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,1,-1,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0
544,0,0,-1,0,0,0,-1,0,0,0,-1,0,1,0,0,-1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,0,0
545,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,-1,0,-1,0,0,1,-1,-1,0,-1,-1,-1,1,1,0,1,0,1,-1,-1,0,1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1
546,-1,0,0,0,0,-1,0,1,-1,0,0,0,0,-1,1,0,0,0,1,0,-1,0,0,0,-1,0,0,0,1,0,0,1,0,0,-1,-1,0,1,1,0,0,-1,0,-1,-1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
547,-1,0,1,0,0,0,-1,0,0,0,1,-1,0,0,0,1,0,0,-1,0,0,-1,0,0,1,-1,1,0,-1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,-1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,-1,0,0
548,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-1,0,1,0,1,1,0,0,-1,0,0,0,1,0,0,-1,1,-1,1,-1,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,-1
549,0,0,-1,-1,0,0,0,0,0,1,0,-1,-1,0,0,0,-1,1,1,1,0,0,-1,0,0,0,1,1,-1,-1,0,1,1,-1,1,-1,0,0,0,1,0,0,0,0,0,0,-1,0,0,1,0,-1,1,0,0,0,0,-1,-1,0,0,1,0,0
550,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,1,0,0,1,-1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,-1,0,0,0,0,-1,1,-1,0,-1,-1,-1,0,0,-1,0,1,0,0,0,0,0,0,1,0,1
551,1,0,0,0,0,-1,1,1,0,0,0,0,1,0,0,-1,0,1,0,1,0,0,0,-1,1,0,0,1,-1,0,-1,-1,0,0,0,1,0,0,-1,0,0,-1,0,0,0,-1,-1,0,1,0,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0
552,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,-1,0,-1,0,0,1,-1,0,-1,0,0,1,0,1,-1,0,0,0,0,-1,-1,-1,1,-1,0,0,-1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,-1,-1
553,-1,0,0,0,-1,-1,0,0,0,0,0,1,0,0,1,0,-1,1,1,1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,1,-1,-1,0,0,1,0,1,1,0,0,0,0,0,-1,-1,0,1,0,0,0,0,0,0
554,0,1,0,0,0,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,1,1,0,0,0,0,-1,0,0,0,1,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,-1,1,0,0,1,1,0,1,0,-1
555,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,1,-1,0,0,-1,0,1,0,0,0,0,0,-1,-1,-1,0,-1,0,0,-1,1,1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
556,0,-1,0,0,-1,1,0,0,0,-1,1,0,-1,1,-1,0,0,-1,-1,-1,0,0,1,0,0,-1,0,-1,1,0,1,0,1,0,1,0,-1,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,-1,0,0,1,0,0,0,0,0
557,0,0,-1,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,-1,1,0,0,-1,0,1,0,-1,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,-1,-1,-1,0,0,0,1,0,0
558,0,1,0,0,-1,1,1,0,0,0,1,1,0,0,1,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1
559,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,1,-1,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,-1,0,0,-1,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-1,0
560,0,0,0,0,0,1,-1,0,1,0,0,0,-1,0,-1,1,-1,-1,0,-1,0,0,1,0,0,0,0,-1,0,0,0,0,0,-1,1,0,0,1,-1,0,-1,1,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
561,0,0,0,1,0,0,1,0,-1,0,0,0,0,-1,1,0,-1,-1,0,1,1,0,-1,1,0,0,0,1,-1,0,1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,0
562,0,0,0,-1,1,-1,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,1,0,1,0,1,1,-1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1,-1,0
563,0,-1,-1,0,1,0,-1,0,0,0,0,1,1,-1,0,0,0,1,1,0,0,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,0,-1,0,0,0,1,1,-1,-1,-1
564,0,0,-1,0,1,0,0,0,0,0,-1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,-1,0,1,0,0,1,0,1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1
565,0,0,0,-1,0,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0
566,-1,0,-1,0,0,0,1,-1,1,1,0,0,0,0,0,0,0,-1,0,1,-1,-1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-1,-1,1,-1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,1,0
567,1,-1,0,0,0,-1,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,-1,0,0,1,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0
568,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,-1,1,1,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,0,0,0,0,-1,0,1,0,1
569,-1,0,0,0,-1,1,-1,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,-1,0,1,0,1,0,-1,-1,-1,1,0,0,0,0,1,-1,0,1,1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,-1,-1,0,0,0,0,0,1,0
